,priceUSD,date,open,close,high,low,volume,volumeUSD
0,40.04521108555178501820203021579761,1620259200,42.12956237680189064812944637693338,40.04521108555178501820203021579761,42.4795195194498923800489395513399,39.77017755925643513470958183129897,302689.433341461719498428,12466870.03249654793909146013641258
1,39.66533204379280698242305400483144,1620345600,40.04548024586966758814719711377671,39.66533204379280698242305400483144,41.19374676859546904129348429739851,38.57450356698197954877744211326047,236223.256941440371594041,9418263.06508308484903299213675241
2,40.57203107661686548413275528522806,1620432000,39.66337607032013611831211854725878,40.57203107661686548413275528522806,41.34520197462529757206815987086331,39.45850595430986064990368995425678,479582.346960721952009429,19320941.56198156201958364865059172
3,39.33788535376985778479575689343305,1620518400,40.57203107661686548413275528522806,39.33788535376985778479575689343305,40.57203107661686548413275528522806,38.25686082103108167224486801428671,373037.860266019919957186,14490631.00719823704297206349913386
4,36.60996534583659713461671184223583,1620604800,39.38260104059775987996451028661467,36.60996534583659713461671184223583,41.39318639682098895582941780185342,34.26285368017492909682459309435307,524909.714167347395980685,20174456.32972813854113988751821221
5,38.63705477042948427159985303427179,1620691200,36.41323219180637505791296895533373,38.63705477042948427159985303427179,38.6970559494879731973661072151706,35.54335169588226902331336303845343,241280.6847185512462141,8954067.516573085185370811900961551
6,35.64898762015302641248515921045843,1620777600,38.83020977466277978381086239834228,35.64898762015302641248515921045843,43.84697663923276831761943976152586,35.64898762015302641248515921045843,1473762.485660772872951531,61387615.53239739181382688808299876
7,37.09118694911444344266471905467366,1620864000,34.94568861850942145318177668864339,37.09118694911444344266471905467366,40.24876647411986273258388114495915,34.94568861850942145318177668864339,1007117.133076869071248185,38580428.81412577016459635021707038
8,40.24515304389807854346709380331649,1620950400,37.16501569572305165190948579574586,40.24515304389807854346709380331649,40.57648751572664191720665401663523,37.13146673397466260775795456973349,335572.936572517932817866,13117765.84080478892679283471777883
9,36.4277226701074649576118685679594,1621036800,40.28953524533846960504089750499689,36.4277226701074649576118685679594,42.20149979475470962252855133865771,36.36507635291621477912292458802239,750731.229454601595257362,30383571.86834530435380068108692397
10,36.56755915662296764001141291720337,1621123200,36.45687117569485083906237082157217,36.56755915662296764001141291720337,39.58659764055649354836751319339281,34.61023497854034252711488097011621,758059.310855902050894352,28731343.46195920257226241140838302
11,33.36687040833796877864769527496479,1621209600,36.62595298616700362410853502288331,33.36687040833796877864769527496479,36.65149798423850188850502436958464,31.78999880038859886001036237816926,975973.193963297881438424,33508218.28502079143975819179727466
12,35.13273558352517130495706035973456,1621296000,33.42132509981256970161791505169925,35.13273558352517130495706035973456,36.45800894967689326126176384651178,33.17937466575592938286205987701272,892969.029229730624540096,31465230.67852971940767319880336329
13,23.96953984112724007444075303052858,1621382400,34.96695510697700434410671744978262,23.96953984112724007444075303052858,35.3792893539294407581620425552074,18.8513031782177236370800319413051,2146695.284370627825964748,56773510.08151066673355279872652053
14,26.28479877273550632578653815962259,1621468800,23.62576412097720323247617254049465,26.28479877273550632578653815962259,28.6938553029182251404402160024567,20.67733336464357348325337355280633,1195946.853603438725921808,30451463.14710760367573962677708518
15,21.47784874903583739292226252811595,1621555200,26.76710472372226454712817678857816,21.47784874903583739292226252811595,27.96981334395435659883313098294629,18.98036976338322168485557767587963,1404365.231760364946430819,32393361.53676923251501624564278253
16,20.59083688464217020804302416905661,1621641600,21.82035316628854351684199792595798,20.59083688464217020804302416905661,22.2303339438044630249257491413932,18.70906377518117920879643530592364,1956149.067396126675082878,40607606.00252835486486197066947643
17,16.93194797401578385843078549467241,1621728000,20.16627719574380813052689478891906,16.93194797401578385843078549467241,21.13394887483190965136412864599545,13.12481337883314898616375878713376,2396814.708486274518308564,40148836.54765568058272604747040402
18,24.73944915615816350325828147990169,1621814400,16.88282872753120236275617017842771,24.73944915615816350325828147990169,25.02672090222773756573205468434478,16.71531114154259062295714415270496,1792165.95548769174122183,36770322.08382926207522290570985023
19,25.18169116918719330715727456846968,1621900800,25.01960027934877854589429840777383,25.18169116918719330715727456846968,26.4978174445025433156165285934724,21.85302113425554337139669403796644,1862466.834237938053864115,45032631.37594097463492819641198432
20,29.13399603496656534106090988602683,1621987200,25.20429671120736311535324461335462,29.13399603496656534106090988602683,29.13399603496656534106090988602683,24.80350568198029656799871798612595,1483537.824137424806204158,39600615.88369689975240801305191104
21,28.58031589170432889543045262477259,1622073600,29.165129226140217634996962461241,28.58031589170432889543045262477259,30.03041044163205752840500217655029,26.29291692036775468013479115397648,1377648.409466707914763993,38893394.43145272812385605371322231
22,25.83726905665898413422949378101323,1622160000,28.51257803055132896168466662152024,25.83726905665898413422949378101323,29.09215224208799083758989643372309,24.96127409997188391792883605633137,1200589.74767345231254052,32292784.9782513019942861909320754
23,23.13862325471429603914199245971701,1622246400,25.77475053993350187327685749912518,23.13862325471429603914199245971701,27.39426907767729740965662363057944,21.97557408271310662345511102680574,1217357.889301855302124542,29582119.46984537911429505329059673
24,25.78388738760755852538959710156278,1622332800,23.17425916984923514037117182575436,25.78388738760755852538959710156278,26.51920548848304416479311841558283,21.99435832565988090605619215783752,1149801.456403155616492541,28014699.95171914864413889394478415
25,28.36334673287726828692528706909032,1622419200,25.65122407185303867673427011147523,28.36334673287726828692528706909032,28.36343095918827680976501503545984,23.65466318284276349648662801622845,1154983.272659837851506604,29739160.43239493430618520252046197
26,27.54105778584719384431453734086048,1622505600,28.42988396987453119783780494033147,27.54105778584719384431453734086048,28.54058733161430488111363494561545,26.10170942142547017658527212843707,878679.866131306072585734,23562196.97269068804934334904230947
27,27.70047435398551089629897516381779,1622592000,27.54078568461619191813133035852794,27.70047435398551089629897516381779,28.60327466864456599316250607249666,26.23863046411517709804338181092777,856539.920340727971917202,23409756.9969913271702934351347157
28,28.70102922454128089885862702333782,1622678400,27.69861150256291540767504950064677,28.70102922454128089885862702333782,29.21561949699362932002944731186198,27.07500738012757807097623319425043,661929.93276697799036083,18534155.09625269213598004851466349
29,26.54443502284496145730854021586305,1622764800,28.69486320612760113197557761674129,26.54443502284496145730854021586305,28.69486320612760113197557761674129,25.23468441574334594976292635931739,465851.980640083592315048,12287059.7504913329031420138298182
30,25.61820889424476551426871174330283,1622851200,26.50366683848980460968854442504823,25.61820889424476551426871174330283,27.56633805775655546429625918270417,25.13270959652380335890509404231054,378107.587434438184089922,9797044.112581880503878636210135772
31,25.71955266334711233906348807950258,1622937600,25.63618826445960909078372638508535,25.71955266334711233906348807950258,26.26710140485242809564364550085904,25.41657555875927502615034229561078,332579.720842611552417909,8591582.986196198015653307499964541
